Loyalty#,Country,Province or State,City,Gender,Education,Location Code,Marital Status,LoyaltyStatus,EnrollmentType,Income_Bins,Preferred_Season,CLV_Bins,Loyalty#
602176,Canada,Quebec,Quebec City,female,Bachelor,Urban,Married,Star,Standard,High,Spring_Flights,Low,602176
870998,Canada,British Columbia,Vancouver,male,Bachelor,Suburban,Married,Star,Standard,High,Autumn_Flights,Low,870998
958224,Canada,British Columbia,Vancouver,female,Bachelor,Suburban,Married,Star,Standard,High,Summer_Flights,Low,958224
837628,Canada,British Columbia,Vancouver,male,Bachelor,Rural,Married,Star,Standard,Medium,Summer_Flights,Low,837628
395460,Canada,Alberta,Edmonton,male,College,Suburban,Single,Star,Standard,Low,Summer_Flights,Low,395460
136547,Canada,Alberta,Edmonton,female,Bachelor,Urban,Married,Star,Standard,High,Summer_Flights,Low,136547
780631,Canada,Ontario,Toronto,female,Bachelor,Rural,Married,Star,Standard,High,Winter_Flights,Low,780631
166712,Canada,Saskatchewan,Regina,male,Master,Rural,Single,Star,Standard,Medium,Winter_Flights,Low,166712
217695,Canada,Ontario,Trenton,male,Master,Suburban,Single,Star,Standard,Medium,Spring_Flights,Low,217695
263707,Canada,Nova Scotia,Halifax,female,Master,Urban,Single,Star,Standard,Medium,Summer_Flights,Low,263707
638368,Canada,Quebec,Montreal,male,Master,Urban,Single,Star,Standard,Medium,Summer_Flights,Low,638368
695529,Canada,British Columbia,Vancouver,male,Master,Rural,Single,Star,Standard,Medium,Summer_Flights,Low,695529
871203,Canada,Ontario,Toronto,male,Master,Rural,Single,Star,Standard,Medium,Summer_Flights,Low,871203
915571,Canada,British Columbia,Victoria,male,Master,Rural,Single,Star,Standard,Medium,Spring_Flights,Low,915571
642109,Canada,British Columbia,Victoria,male,Bachelor,Rural,Married,Star,Standard,High,Summer_Flights,Low,642109
833701,Canada,British Columbia,Whistler,male,College,Rural,Single,Star,Standard,Low,Summer_Flights,Low,833701
275442,Canada,New Brunswick,Moncton,male,Bachelor,Suburban,Married,Star,Standard,High,Summer_Flights,Low,275442
374345,Canada,Saskatchewan,Regina,female,Bachelor,Rural,Married,Star,Standard,High,Summer_Flights,Low,374345
384825,Canada,Ontario,Thunder Bay,female,Bachelor,Urban,Married,Star,Standard,High,Summer_Flights,Low,384825
559233,Canada,Ontario,Kingston,female,Bachelor,Rural,Married,Star,Standard,High,Autumn_Flights,Low,559233
564650,Canada,British Columbia,Vancouver,male,Bachelor,Suburban,Married,Star,Standard,High,Summer_Flights,Low,564650
277649,Canada,Ontario,Toronto,male,Bachelor,Suburban,Divorced,Star,Standard,High,Summer_Flights,Low,277649
176885,Canada,British Columbia,Dawson Creek,male,Bachelor,Suburban,Married,Star,Standard,High,Non_Travel,Low,176885
732013,Canada,Ontario,Toronto,female,Bachelor,Urban,Married,Star,Standard,High,Summer_Flights,Low,732013
793318,Canada,British Columbia,Whistler,male,College,Rural,Single,Star,Standard,Low,Spring_Flights,Low,793318
830024,Canada,Quebec,Montreal,female,College,Urban,Single,Star,Standard,Low,Autumn_Flights,Low,830024
223684,Canada,Ontario,Toronto,male,Bachelor,Urban,Married,Star,Standard,High,Autumn_Flights,Low,223684
723262,Canada,Alberta,Edmonton,male,Bachelor,Suburban,Married,Star,Standard,High,Autumn_Flights,Low,723262
879892,Canada,Ontario,Toronto,male,Bachelor,Urban,Divorced,Star,Standard,High,Summer_Flights,Low,879892
966117,Canada,Alberta,Calgary,male,Bachelor,Rural,Divorced,Star,Standard,High,Summer_Flights,Low,966117
258358,Canada,Quebec,Montreal,female,College,Suburban,Single,Star,Standard,Low,Spring_Flights,Low,258358
265836,Canada,Quebec,Montreal,female,Bachelor,Rural,Single,Star,Standard,Medium,Autumn_Flights,Low,265836
474174,Canada,Ontario,Sudbury,female,Doctor,Urban,Married,Star,Standard,Medium,Summer_Flights,Low,474174
474172,Canada,Ontario,Toronto,female,Bachelor,Rural,Single,Star,Standard,Medium,Non_Travel,Low,474172
202299,Canada,New Brunswick,Fredericton,female,Doctor,Urban,Married,Star,Standard,Medium,Summer_Flights,Low,202299
497467,Canada,Quebec,Montreal,female,Doctor,Rural,Married,Star,Standard,Medium,Spring_Flights,Low,497467
971902,Canada,Ontario,Toronto,male,College,Suburban,Married,Star,Standard,Low,Non_Travel,Low,971902
134279,Canada,Ontario,Toronto,male,Bachelor,Urban,Divorced,Star,Standard,High,Autumn_Flights,Low,134279
474757,Canada,New Brunswick,Fredericton,male,Bachelor,Rural,Divorced,Star,Standard,High,Non_Travel,Low,474757
635225,Canada,British Columbia,Vancouver,female,Bachelor,Suburban,Divorced,Star,Standard,High,Spring_Flights,Low,635225
980198,Canada,Quebec,Montreal,female,Bachelor,Urban,Divorced,Star,Standard,High,Summer_Flights,Low,980198
995693,Canada,Alberta,Calgary,female,Bachelor,Urban,Divorced,Star,Standard,High,Summer_Flights,Low,995693
861924,Canada,Nova Scotia,Halifax,male,College,Urban,Single,Star,Standard,Low,Summer_Flights,Low,861924
639383,Canada,Ontario,Toronto,female,Bachelor,Urban,Married,Star,Standard,Low,Winter_Flights,Low,639383
769731,Canada,Ontario,Toronto,female,High School or Below,Rural,Married,Star,Standard,Low,Summer_Flights,Low,769731
884530,Canada,British Columbia,Vancouver,female,High School or Below,Suburban,Married,Star,Standard,Low,Winter_Flights,Low,884530
207372,Canada,Saskatchewan,Regina,male,Bachelor,Rural,Single,Star,Standard,High,Summer_Flights,Low,207372
236300,Canada,Ontario,Thunder Bay,female,Bachelor,Urban,Married,Star,Standard,Medium,Non_Travel,Low,236300
543553,Canada,Ontario,Toronto,female,Master,Rural,Single,Star,Standard,Low,Winter_Flights,Low,543553
639701,Canada,Ontario,Trenton,female,Master,Rural,Single,Star,Standard,Low,Spring_Flights,Low,639701
998090,Canada,British Columbia,Dawson Creek,male,Bachelor,Urban,Married,Star,Standard,Medium,Spring_Flights,Low,998090
283747,Canada,Quebec,Tremblant,male,College,Suburban,Divorced,Star,Standard,Low,Spring_Flights,Low,283747
863122,Canada,Ontario,Toronto,male,Bachelor,Urban,Married,Star,Standard,Medium,Summer_Flights,Low,863122
816593,Canada,British Columbia,Victoria,male,College,Rural,Single,Star,Standard,Low,Spring_Flights,Low,816593
440939,Canada,Manitoba,Winnipeg,female,High School or Below,Rural,Married,Star,Standard,Medium,Summer_Flights,Low,440939
531201,Canada,British Columbia,West Vancouver,female,College,Urban,Married,Star,Standard,Low,Non_Travel,Low,531201
585629,Canada,Quebec,Montreal,male,College,Urban,Single,Star,Standard,Low,Summer_Flights,Low,585629
347932,Canada,New Brunswick,Fredericton,male,Bachelor,Urban,Married,Star,Standard,High,Spring_Flights,Low,347932
417886,Canada,British Columbia,Vancouver,female,Bachelor,Rural,Married,Star,Standard,High,Winter_Flights,Low,417886
514900,Canada,Ontario,Toronto,female,Bachelor,Urban,Married,Star,Standard,High,Autumn_Flights,Low,514900
203550,Canada,Quebec,Tremblant,male,Bachelor,Rural,Married,Star,Standard,Medium,Autumn_Flights,Low,203550
181825,Canada,Alberta,Calgary,female,Bachelor,Suburban,Married,Star,Standard,High,Autumn_Flights,Low,181825
261582,Canada,New Brunswick,Fredericton,male,Bachelor,Urban,Married,Star,Standard,High,Summer_Flights,Low,261582
679859,Canada,British Columbia,Whistler,female,Bachelor,Urban,Married,Star,Standard,High,Spring_Flights,Low,679859
924724,Canada,Quebec,Montreal,female,Bachelor,Rural,Married,Star,2021 Promotion,High,Summer_Flights,Low,924724
122958,Canada,Nova Scotia,Halifax,male,Bachelor,Rural,Married,Star,Standard,Medium,Summer_Flights,Low,122958
274698,Canada,British Columbia,Vancouver,male,Bachelor,Rural,Married,Star,Standard,Medium,Spring_Flights,Low,274698
149549,Canada,British Columbia,Vancouver,male,Bachelor,Rural,Married,Star,2021 Promotion,High,Summer_Flights,Low,149549
652291,Canada,British Columbia,Vancouver,female,Bachelor,Suburban,Divorced,Star,Standard,High,Spring_Flights,Low,652291
603775,Canada,Ontario,Ottawa,male,College,Suburban,Married,Star,Standard,Low,Winter_Flights,Low,603775
948404,Canada,Manitoba,Winnipeg,female,Doctor,Rural,Married,Star,Standard,Low,Spring_Flights,Low,948404
605877,Canada,Ontario,Toronto,female,College,Suburban,Married,Star,Standard,Low,Summer_Flights,Low,605877
994377,Canada,British Columbia,Vancouver,female,Bachelor,Rural,Single,Star,Standard,Medium,Summer_Flights,Low,994377
766927,Canada,Ontario,Toronto,male,Bachelor,Rural,Divorced,Star,Standard,High,Summer_Flights,Low,766927
172610,Canada,Ontario,London,female,Master,Urban,Divorced,Star,2021 Promotion,Low,Autumn_Flights,Low,172610
702588,Canada,Alberta,Banff,male,Master,Suburban,Divorced,Star,Standard,Low,Winter_Flights,Low,702588
798248,Canada,British Columbia,Dawson Creek,female,Master,Rural,Divorced,Star,Standard,Low,Summer_Flights,Low,798248
641448,Canada,British Columbia,Victoria,male,Bachelor,Rural,Married,Star,Standard,High,Summer_Flights,Low,641448
406047,Canada,Ontario,Toronto,female,College,Urban,Single,Star,Standard,Low,Summer_Flights,Low,406047
538902,Canada,British Columbia,Whistler,female,College,Rural,Single,Star,Standard,Low,Spring_Flights,Low,538902
805110,Canada,Ontario,Trenton,female,College,Urban,Single,Star,2021 Promotion,Low,Winter_Flights,Low,805110
883242,Canada,Ontario,Toronto,male,College,Urban,Single,Star,Standard,Low,Autumn_Flights,Low,883242
909134,Canada,British Columbia,Vancouver,male,College,Urban,Single,Star,Standard,Low,Summer_Flights,Low,909134
294753,Canada,Ontario,Trenton,female,College,Suburban,Single,Star,Standard,Low,Spring_Flights,Low,294753
606076,Canada,Alberta,Banff,female,Bachelor,Urban,Married,Star,Standard,High,Non_Travel,Low,606076
120613,Canada,Quebec,Hull,female,College,Rural,Single,Star,Standard,Low,Spring_Flights,Low,120613
520094,Canada,Quebec,Hull,female,Bachelor,Urban,Married,Star,Standard,Medium,Winter_Flights,Low,520094
754539,Canada,Quebec,Tremblant,male,College,Suburban,Single,Star,Standard,Low,Winter_Flights,Low,754539
189611,Canada,British Columbia,Whistler,male,College,Rural,Single,Star,Standard,Low,Spring_Flights,Low,189611
971599,Canada,Alberta,Banff,male,College,Suburban,Single,Star,Standard,Low,Spring_Flights,Low,971599
485189,Canada,Ontario,Ottawa,male,College,Suburban,Single,Star,Standard,Low,Non_Travel,Low,485189
521384,Canada,British Columbia,Vancouver,female,Bachelor,Urban,Married,Star,Standard,High,Summer_Flights,Low,521384
128039,Canada,Saskatchewan,Regina,male,Bachelor,Rural,Married,Star,Standard,High,Spring_Flights,Low,128039
565133,Canada,Ontario,Toronto,male,Bachelor,Urban,Divorced,Star,Standard,Medium,Autumn_Flights,Low,565133
947876,Canada,Ontario,Toronto,male,Bachelor,Suburban,Married,Star,Standard,High,Winter_Flights,Low,947876
138746,Canada,British Columbia,Vancouver,female,High School or Below,Rural,Married,Star,Standard,Low,Summer_Flights,Low,138746
564707,Canada,Ontario,Trenton,female,High School or Below,Urban,Married,Star,Standard,Low,Summer_Flights,Low,564707
383898,Canada,Quebec,Montreal,female,College,Urban,Single,Star,2021 Promotion,Low,Spring_Flights,Low,383898
174996,Canada,Saskatchewan,Regina,female,College,Rural,Single,Star,Standard,Low,Spring_Flights,Low,174996
798854,Canada,British Columbia,Victoria,female,College,Rural,Married,Star,Standard,Low,Autumn_Flights,Low,798854
800075,Canada,Quebec,Montreal,female,High School or Below,Urban,Single,Star,Standard,Low,Summer_Flights,Low,800075
410384,Canada,New Brunswick,Moncton,male,College,Suburban,Single,Star,Standard,Low,Spring_Flights,Low,410384
692304,Canada,Quebec,Tremblant,female,College,Suburban,Single,Star,Standard,Low,Spring_Flights,Low,692304
991672,Canada,Quebec,Montreal,male,College,Urban,Single,Star,Standard,Low,Autumn_Flights,Low,991672
344180,Canada,British Columbia,Vancouver,male,College,Urban,Single,Star,Standard,Low,Summer_Flights,Low,344180
703338,Canada,Ontario,Trenton,male,College,Rural,Single,Star,Standard,Low,Winter_Flights,Low,703338
922388,Canada,British Columbia,Dawson Creek,female,Bachelor,Urban,Married,Star,Standard,High,Summer_Flights,Low,922388
471018,Canada,Ontario,Sudbury,female,Bachelor,Urban,Married,Star,Standard,Medium,Non_Travel,Low,471018
655743,Canada,Quebec,Montreal,female,High School or Below,Urban,Single,Star,2021 Promotion,Low,Summer_Flights,Low,655743
787472,Canada,Ontario,Toronto,female,College,Suburban,Single,Star,Standard,Low,Summer_Flights,Low,787472
667687,Canada,Ontario,Toronto,female,College,Urban,Single,Star,Standard,Low,Winter_Flights,Low,667687
348920,Canada,Quebec,Montreal,male,Bachelor,Urban,Married,Star,Standard,High,Spring_Flights,Low,348920
523394,Canada,British Columbia,West Vancouver,male,Bachelor,Urban,Married,Star,Standard,High,Winter_Flights,Low,523394
430521,Canada,Saskatchewan,Regina,female,Bachelor,Suburban,Divorced,Star,Standard,Low,Non_Travel,Low,430521
981581,Canada,British Columbia,Dawson Creek,female,High School or Below,Suburban,Married,Star,Standard,Medium,Summer_Flights,Low,981581
639510,Canada,Manitoba,Winnipeg,female,College,Rural,Single,Star,Standard,Low,Autumn_Flights,Low,639510
744675,Canada,Ontario,Kingston,female,Bachelor,Urban,Married,Star,Standard,Medium,Summer_Flights,Low,744675
289177,Canada,Ontario,Toronto,male,Bachelor,Suburban,Married,Star,Standard,Medium,Spring_Flights,Low,289177
420890,Canada,Ontario,Toronto,female,High School or Below,Urban,Single,Star,2021 Promotion,Low,Autumn_Flights,Low,420890
357149,Canada,Quebec,Hull,female,College,Suburban,Married,Star,Standard,Low,Winter_Flights,Low,357149
876207,Canada,Quebec,Montreal,female,Bachelor,Rural,Married,Star,Standard,High,Spring_Flights,Low,876207
224384,Canada,Ontario,Toronto,female,Bachelor,Rural,Married,Star,Standard,High,Summer_Flights,Low,224384
650445,Canada,Ontario,Toronto,female,Bachelor,Rural,Married,Star,Standard,High,Summer_Flights,Low,650445
399982,Canada,British Columbia,Vancouver,female,College,Rural,Single,Star,Standard,Low,Summer_Flights,Low,399982
228984,Canada,British Columbia,Kelowna,male,Bachelor,Urban,Married,Star,Standard,Medium,Winter_Flights,Low,228984
221388,Canada,Ontario,Sudbury,male,College,Rural,Married,Star,Standard,Low,Summer_Flights,Low,221388
710053,Canada,Quebec,Montreal,female,Bachelor,Urban,Married,Star,Standard,Medium,Summer_Flights,Low,710053
591576,Canada,Quebec,Montreal,female,College,Urban,Single,Star,Standard,Low,Non_Travel,Low,591576
296412,Canada,Ontario,Ottawa,male,Bachelor,Rural,Married,Star,2021 Promotion,High,Spring_Flights,Low,296412
836475,Canada,British Columbia,Vancouver,female,Bachelor,Suburban,Married,Star,Standard,High,Spring_Flights,Low,836475
901002,Canada,Manitoba,Winnipeg,male,College,Suburban,Divorced,Star,2021 Promotion,Low,Summer_Flights,Low,901002
450979,Canada,Quebec,Tremblant,male,College,Suburban,Divorced,Star,Standard,Low,Winter_Flights,Low,450979
392235,Canada,British Columbia,Vancouver,female,Bachelor,Rural,Single,Star,Standard,Medium,Summer_Flights,Low,392235
529218,Canada,British Columbia,Vancouver,male,College,Urban,Single,Star,Standard,Low,Spring_Flights,Low,529218
549132,Canada,British Columbia,Dawson Creek,female,Bachelor,Suburban,Married,Star,Standard,Medium,Autumn_Flights,Low,549132
782523,Canada,Ontario,Toronto,female,Bachelor,Suburban,Married,Star,Standard,Medium,Autumn_Flights,Low,782523
566343,Canada,Quebec,Montreal,male,College,Suburban,Married,Star,Standard,Low,Non_Travel,Low,566343
263729,Canada,Ontario,Trenton,female,Bachelor,Suburban,Single,Star,Standard,High,Non_Travel,Low,263729
326561,Canada,British Columbia,Vancouver,female,Bachelor,Rural,Single,Star,Standard,High,Winter_Flights,Low,326561
604116,Canada,British Columbia,West Vancouver,male,Bachelor,Urban,Married,Star,2021 Promotion,High,Spring_Flights,Low,604116
313837,Canada,Ontario,Toronto,male,College,Urban,Single,Star,2021 Promotion,Low,Autumn_Flights,Low,313837
561092,Canada,Quebec,Hull,male,High School or Below,Suburban,Married,Star,Standard,Low,Summer_Flights,Low,561092
234866,Canada,Nova Scotia,Halifax,male,College,Suburban,Single,Star,Standard,Low,Autumn_Flights,Low,234866
721984,Canada,New Brunswick,Fredericton,male,Bachelor,Rural,Married,Star,Standard,Medium,Summer_Flights,Low,721984
772397,Canada,Ontario,Kingston,male,High School or Below,Urban,Married,Star,Standard,Medium,Summer_Flights,Low,772397
685792,Canada,British Columbia,Vancouver,female,Bachelor,Suburban,Divorced,Star,Standard,Medium,Spring_Flights,Low,685792
344199,Canada,Ontario,Thunder Bay,male,College,Suburban,Married,Star,Standard,Low,Autumn_Flights,Low,344199
909385,Canada,Ontario,Sudbury,male,High School or Below,Rural,Single,Star,Standard,Low,Autumn_Flights,Low,909385
211043,Canada,Yukon,Whitehorse,female,College,Urban,Single,Star,Standard,Low,Summer_Flights,Low,211043
459801,Canada,Ontario,Toronto,female,College,Urban,Single,Star,Standard,Low,Summer_Flights,Low,459801
958243,Canada,Ontario,London,male,College,Urban,Married,Star,Standard,Low,Summer_Flights,Low,958243
517758,Canada,Yukon,Whitehorse,male,Doctor,Urban,Divorced,Star,Standard,Medium,Winter_Flights,Low,517758
712062,Canada,Ontario,Kingston,male,Doctor,Suburban,Divorced,Star,Standard,Medium,Spring_Flights,Low,712062
845945,Canada,British Columbia,Vancouver,female,Bachelor,Urban,Divorced,Star,Standard,High,Spring_Flights,Low,845945
324707,Canada,Quebec,Montreal,male,College,Suburban,Married,Star,Standard,Low,Spring_Flights,Low,324707
184635,Canada,Ontario,Toronto,female,Bachelor,Urban,Single,Star,Standard,High,Spring_Flights,Low,184635
947123,Canada,Quebec,Tremblant,female,Bachelor,Urban,Single,Star,Standard,Medium,Spring_Flights,Low,947123
432598,Canada,Ontario,Toronto,female,Bachelor,Rural,Married,Star,Standard,Medium,Autumn_Flights,Low,432598
524483,Canada,British Columbia,Vancouver,female,Bachelor,Rural,Married,Star,Standard,Medium,Spring_Flights,Low,524483
413445,Canada,Quebec,Montreal,female,Bachelor,Urban,Divorced,Star,Standard,Medium,Autumn_Flights,Low,413445
257575,Canada,Ontario,Toronto,male,Bachelor,Urban,Married,Star,Standard,High,Autumn_Flights,Low,257575
352834,Canada,Ontario,Trenton,male,High School or Below,Suburban,Married,Star,Standard,Low,Autumn_Flights,Low,352834
127590,Canada,Quebec,Montreal,male,Bachelor,Suburban,Married,Star,Standard,High,Summer_Flights,Low,127590
846374,Canada,Ontario,Toronto,male,Bachelor,Urban,Married,Star,Standard,Medium,Autumn_Flights,Low,846374
651054,Canada,Ontario,Toronto,male,Bachelor,Urban,Married,Star,Standard,High,Summer_Flights,Low,651054
776956,Canada,Ontario,Ottawa,female,Bachelor,Rural,Single,Star,2021 Promotion,Medium,Winter_Flights,Low,776956
130368,Canada,Ontario,Toronto,male,Bachelor,Urban,Married,Star,Standard,High,Summer_Flights,Low,130368
752331,Canada,Quebec,Montreal,female,Bachelor,Urban,Married,Star,Standard,High,Summer_Flights,Low,752331
